"original_title,""overview"",""popularity"",""release_date"",""vote_average"",""vote_count"",""budget"",""keywords"",""director"",""comentarios""",,,,,,,
"Nothing to Lose,""When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!"",""144448633"",""4/25/2012"",""74"",""11776"",""220000000"",""new york shield marvel comic superhero based on comic book"",""Joss Whedon"",""""",,,,,,,
"Air Force One,""Set in 1974, a pair of '60s radicals rely on their bomb-making skills on their way to becoming capitalists."",""4448353"",""4/22/2012"",""49"",""18"",""0"",""bomb squad ex-fugitive freaky"",""Charles Matthau"",""""",,,,,,,
"Spawn,""A once-famous painter rediscovers inspiration when he befriends a sleepwalking cannibal."",""143784"",""4/22/2012"",""61"",""30"",""0"",""cannibal sleepwalking art teacher"",""Boris Rodriguez"",""""",,,,,,,
"Air Bud,""Four tales unfold in the Eternal City: While vacationing in Rome, architect John encounters a young man whose romantic woes remind him of a painful incident from his own youth"," retired opera director Jerry discovers a mortician with an amazing voice, and he seizes the opportunity to rejuvenate his own flagging career", a young couple have separate romantic interludes," a spotlight shines on an ordinary man."",""1.50E+16"",""4/20/2012"",""56"",""546"",""17000000"",""rome expatriate episodic"",""Woody Allen"",""""",,,,
"Children of Heaven,""The story of a woman who loves her dog more than her husband. And then her husband loses the dog."",""2303865"",""4/20/2012"",""53"",""22"",""0"",""aftercreditsstinger"",""Lawrence Kasdan"",""""",,,,,,,
"Def Jam's How to Be a Player,""U.S. Marine Sergeant Logan Thibault returns from his third tour of duty in Iraq, with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. Learning her name is Beth and where she lives, he shows up at her door, and ends up taking a job at her family-run local kennel. Despite her initial mistrust and the complications in her life, a romance develops between them, giving Logan hope that Beth could be much more than his good luck charm."",""26811541"",""4/19/2012"",""68"",""946"",""25000000"",""based on novel wife husband relationship photo kennel playing chess"",""Scott Hicks"",""""",,,,,,,
"Conspiracy Theory,""After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police."",""3192695"",""4/16/2012"",""63"",""799"",""30000000"",""broken trachea"",""Boaz Yakin"",""""",,,,,,,
"The Full Monty,""The balance of power in four couplesâ€™ relationships is upset when the women start using the advice in Steve Harveyâ€™s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship â€œplaybook,â€ they decide that the best defense is a good offense and come up with a plan to use this information to their advantage."",""6035152"",""4/16/2012"",""69"",""281"",""12000000"",""advice love relationship ensemble cast duringcreditsstinger"",""Tim Story"",""""",,,,,,,
"Event Horizon,""While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show."",""14585968"",""4/13/2012"",""49"",""140"",""30000000"",""duringcreditsstinger"",""Bobby Farrelly"",""""",,,,,,,
"Steel,""A young man must find his own way as his Southern Baptist roots don't seem to be acceptable at his new liberal arts college."",""16116"",""4/13/2012"",""58"",""25"",""1250000"",""book store"",""Steve Taylor"",""""",,,,,,,
"Cop Land,""Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods."",""73987775"",""4/12/2012"",""65"",""2263"",""30000000"",""cabin plot twist cabin in the woods filmed killing video wall"",""Drew Goddard"",""""",,,,,,,
"G.I. Jane,""Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison."",""35232278"",""4/12/2012"",""58"",""715"",""20000000"",""usa president anti hero dementia future space"",""Stephen St. Leger"",""""",,,,,,,
"Money Talks,""When mankind beams a radio signal into space, a reply comes from â€˜Planet Gâ€™, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancÃ©e's father, Admiral Shane, expect of him."",""64928382"",""4/11/2012"",""55"",""2114"",""209000000"",""fight u.s. navy mind reading hong kong soccer"",""Peter Berg"",""""",,,,,,,
"Shooting Fish,""A trio of beautiful girls set out to revolutionize life at a grungy American university: the dynamic leader Violet Wister, principled Rose and sexy Heather. They welcome transfer student Lily into their group which seeks to help severely depressed students with a program of good hygiene and musical dance numbers."",""3.75E+16"",""4/6/2012"",""56"",""67"",""0"",""college female friendship young adult"",""Whit Stillman"",""""",,,,,,,
"Deconstructing Harry,""The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasnâ€™t and that time and distance canâ€™t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stiflerâ€™s mom. Now these lifelong friends have come home as adults to reminisce about â€“ and get inspired by â€“ the hormonal teens who launched a comedy legend."",""39920035"",""4/4/2012"",""61"",""1611"",""50000000"",""wife husband relationship sequel family reunion masturbation scat"",""Jon Hurwitz"",""""",,,,,,,
"24 7: Twenty Four Seven,""A young American uncovers a conspiracy during his attempt to save his family, that was kidnapped while on vacation in Spain."",""1.51E+16"",""4/4/2012"",""48"",""271"",""20000000"",""kidnapping spying government"",""Mabrouk El Mechri"",""""",,,,,,,
"The Edge,""Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity."",""41045084"",""3/29/2012"",""67"",""1573"",""3000000"",""drowning pennsylvania child murderer car set on fire murder"",""Scott Derrickson"",""""",,,,,,,
"Orgazmo,""A group of six ex-high school cheerleaders are stalked by a killer with a medieval war hammer and battle axe during their first Spring Break from college."",""1600171"",""3/28/2012"",""35"",""14"",""500000"","""",""Michael Hoffman Jr."",""""",,,,,,,
"Gattaca,""A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon."",""4.49E+16"",""3/27/2012"",""55"",""1431"",""150000000"",""underworld hades mythology greek mythology zeus"",""Jonathan Liebesman"",""""",,,,,,,
"Eve's Bayou,""A troubled teenage girl finds herself in a web of lies and deceit when her stepmother attempts to murder her by sending her to a discipline camp."",""6.53E+15"",""3/16/2012"",""48"",""11"",""1000000"","""",""David DeCoteau"",""""",,,,,,,
"Two Girls and a Guy,""After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil..."",""4.81E+16"",""3/15/2012"",""55"",""1114"",""85000000"",""attempted murder fairy tale black magic cockroach villainess"",""Tarsem Singh"",""""",,,,,,,
"The Spanish Prisoner,""Scheming of a way to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord."",""5754416"",""3/15/2012"",""55"",""103"",""0"",""mexico organized crime drug lord padre aftercreditsstinger"",""Matt Piedmont"",""""",,,,,,,
"Cube,""Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which â€œTributesâ€ must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If sheâ€™s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching."",""68550698"",""3/12/2012"",""69"",""9455"",""75000000"",""hallucination dystopia female protagonist bow and arrow knife throwing"",""Gary Ross"",""""",,,,,,,
